id,name,address,city,state,country,zip_code,county,latitude,longitude,description,phone,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,rating,address_link,website,resource_type
ef55c17a-d090-418b-bea2-62597ba6f10b,CHI St. Joseph Healthy Communities,2700 East 29th Street,Bryan,Texas,United States,77802,Brazos,30.6561402,-96.3458918,They provide education and support with topics ranging from preparing for childbirth to newborn care to breastfeeding,(979) 776-3777,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,https://maps.google.com/?cid=14688523600470173744,http://www.st-joseph.org/,Error: Not Found
47cea84b-2f4d-43af-b958-7879b8926d6c,Scotty's House - Brazos Valley Child Advocacy Center,2424 Kent Street,Bryan,Texas,United States,77802,Brazos,30.6515807,-96.3498628,"Services for children who have been abused.\nThey offer forensic Interviews, forensic Medical Exams, and counseling Services",(979) 703-8813,Closed,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,9:00 AM – 5:00 PM,Closed,4.6,https://maps.google.com/?cid=15561885274391925012,http://www.scottyshouse.org/,Error: Not Found
9b75136f-ae64-436d-8403-e310b749cce3,Project Unity,4001 East 29th Street,Bryan,Texas,United States,77802,Brazos,30.6463613,-96.3317296,Provides TFTS Child abuse prevention services through parenting. Provides supervised visitation services; provides co-parenting services; provides medical and housing services for individuals diagnosed with HIV/AIDS including women and youth,(979) 595-2900,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,4.6,https://maps.google.com/?cid=8223069819644094739,https://www.projectunitytexas.org/,Error: Not Found
d3cc5c91-c2d4-4223-bc36-008ccfde709d,Sexual Assault Resource Center,404 Jane Street,College Station,Texas,United States,77840,Brazos,30.6296486,-96.3350588,"They provide services to individuals who have been involved with any kind of sexual violence. Services include crisis Intervention, counseling Services, education, Outreach services & resources",(979) 731-1000,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,https://maps.google.com/?cid=16148079284971625845,https://www.sarcbv.org/,Error: Not Found
722cbdc5-3e00-4ec9-b22d-499715797eb8,Student Health Services,311 Houston Street,College Station,Texas,United States,77843,Brazos,30.615635,-96.342902,"Staffed by board certified physicians, nurse practitioners, physician assistants and a psychologist who provide medical care for short term, acute illnesses and injuries, as well as ongoing health problems. Staffed by a Registered Dietitian (RD) who provides students with a personalized approach to all their nutrition needs. Provides prescription and non-prescription medications for students",(979) 458-4584,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3.2,https://maps.google.com/?cid=4866302962456734213,http://uhs.tamu.edu/,Error: Not Found
f42a4949-71b2-437a-b7e0-be78eb4126d7,Texas A&M Women's Resource Center,400 Bizzell Street,College Station,Texas,United States,77843,Brazos,30.6186806,-96.3364655,"The Center advocates by educating campus and community constituencies on women’s issues and functions as a resource and referral center. The Center strives to ensure a community in which women and men can live and work together in a mutually respectful, safe, and supportive environment where equality, responsibility, and personal empowerment are encouraged and fostered.",(979) 845-3211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4,https://maps.google.com/?cid=10900884440704105416,http://www.tamu.edu/,Error: Not Found
622bf4c6-2113-4069-9c33-119d141cedcb,United Way of the Brazos Valley,1716 Briarcrest Drive,Bryan,Texas,United States,77802,Brazos,30.652732,-96.338155,"United Way of the Brazos Valley fights for the health, education and financial stability of every person in the Brazos Valley. In short, United Way helps people by connecting people with resources to improve the lives of every person in the Brazos Valley.",(979) 696-4483,Closed,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,8:30 AM – 5:00 PM,Closed,4.4,https://maps.google.com/?cid=16517760030134311123,http://www.uwbv.org/,Error: Not Found
c53205ae-67b4-4e7e-89ee-25dab74fa596,University Emergency Medical Services,311 Houston Street,College Station,Texas,United States,77843,Brazos,30.615635,-96.342902,"Texas A&M University Emergency Medical Services is a campus-based EMS agency that responds to medical and traumatic emergencies on the Texas A&M campus and surrounding community. Texas A&M EMS offers its services to all of Aggieland’s students, faculty, staff, and visitors.",(979) 458-4584,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3.2,https://maps.google.com/?cid=4866302962456734213,http://uhs.tamu.edu/,Error: Not Found
a4ccc132-3e1f-4406-95d8-650b5a52fa2f,Elizabeth House Maternity Home,2911 Texas Avenue South,Texas Avenue South,Texas,United States,77845,Brazos,30.5984685,-96.296838,"Provide a safe, stable and supportive place for residents and up to two children to live while dealing with unexpected pregnancy.\nProvide free housing throughout pregnancy and continue for up to 6 months after delivery.\nAssist residents to meet basic needs, such as clothing, baby items, long-term housing, job and educational opportunities.\nProvide residents access to health services\nPartner with other community nonprofits and government organizations to provide for residents’ needs and well-being.",(979) 676-9416,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,"https://maps.google.com/?cid=11475331361794472719,http://www.elizhouse.com/",http://www.elizhouse.com/,Error: Not Found
4a3fa334-a969-4e89-9fc0-a0a577cf3dc2,Bryan Housing Authority,1306 Beck Street,Bryan,Texas,United States,77803,Brazos,30.6651587,-96.3807033,Provides quality affordable housing to low-income families. We are dedicated to sustaining communities that promote individual responsibility as well as creating and cultivating opportunities for participants to achieve self-sufficiency and economic independence.,(979) 822-2013,Closed,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,8:00 AM – 4:00 PM,Closed,3.3,https://maps.google.com/?cid=6089719558158253824,http://www.bryanhousingauthority.com/,Error: Not Found
60b0e59e-3416-49ec-9b70-e2c9e0262556,Brazos Valley Affordable Housing Corp.,4001 East 29th Street,Bryan,Texas,United States,77802,Brazos,30.6461334,-96.3314971,"Housing Assistance, Small Dollar Loan Program, Financial Fitness Center. The Brazos Valley Affordable Housing Corporation and the Brazos Valley CDC Inc. have been providing first time homebuyer seminars, credit counseling, down payment assistance, home loans, apartments, and newly constructed homes for eligible families in the Brazos Valley since 1995",(979) 595-2809,Closed,"8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM",Closed,Error: Not Found,https://maps.google.com/?cid=498362278283668225,https://bvahc.org/,Error: Not Found
2586b0ee-20f5-4709-980d-a90b1c6d9293,Pride Community Center Inc,2130 Harvey Mitchell Parkway South #9706,College Station,Texas,United States,77845,Brazos,30.5963460219114,-96.3043560496377,"Services for LGBTQ+ Provides a safe place for persons of all sexual orientations, gender identities, and gender expressions, their families and friends, to meet and socialize without having to worry about who they are. NO PHYSICAL LOCATION YET",979-217-1324,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,5,"https://www.google.com/maps/place/Pride+Community+Center,+Inc/@30.5909728,-96.3740621,12z/data=!4m6!3m5!1s0x864685f697fdcec3:0xbd2408c72058c27f!8m2!3d30.590851!4d-96.291661!16s%2Fg%2F11jmzjz53d?authuser=0&entry=ttu",http://www.pridecc.org/,Community Resource
76832e2d-dd4d-4759-92bd-413f6bc761a2,Memorial Medical Center,815 N Virginia St,Port Lavaca,TX,US,77979,Calhoun,28.620621,-96.631729,"Memorial Medical Center is a full service medical facility with 25 patient beds, 18 doctors on staff and over 200 employees. Over the years we've continued to meet the needs of our community with two extensive renovations and the expansion of several departments and services. We're proud to offer our patients the best of all worlds - quality health services with today's latest technology and care provided by qualified professionals who understand that within each patient is a person. As your community hospital, Memorial Medical Center is committed to your continued good health.  Providing quality care in the Emergency Department, Accredited Level IV Area Trauma Care Facility, is our top priority. When treating emergencies, patients are seen according to the severity of their illness or injury. Those experiencing trouble breathing, chest pain, or severe bleeding will take precedence over those with non life threatening conditions. Your care is our primary concern. If there is anything we can do for you while you are in the emergency department, please let us know. We want to make your experience with Memorial Medical Center is as comfortable as possible. Our on-going commitment to you is to offer you the finest health care services available by people who understand that we treat people, not just patients. Services include:  Cardiopulmonary Diagnostic Imaging Dietary Department Education Services ER Inpatient Services Intensive Care Laboratory Memorial Medical Clinic Medical Surgical Unit Obstetrics Outpatient Clinics Outpatient Services Physical Therapy Program Hope Quality and Safety Infection Prevention Social Services Surgery  One of the goals of Memorial Medical Center is to ensure available and accessible healthcare to the residents of Calhoun County and the surrounding area. Our outpatient services allow individuals access to top quality medical personnel and services without the high cost and inconvenience of a hospital stay. Outpatient Clinics are conveniently located on Memorial Medical Center's second floor. Memorial Medical Clinic has been providing family - centered medical care to Calhoun County since January 2013. Family medicine is the medical specialty that provides continuing and comprehensive health care for the individual and family. The scope of family practice encompasses all ages and genders, each organ system and every disease entity. All our physicians are dedicated to providing medical care that is specifically tailored to your needs and the needs of your family.  If you are in need of financial assistance to cover the cost of your healthcare we services that offer assistance. Calhoun County Indigent Health Care Program (CCIHCP)-Based on eligibility, this program provides basic medical services for the residents of Calhoun County. This temporary assistance includes appointments to local Family Physicians, 3 medications per month (not to exceed $30 total) through HEB Pharmacy & any In-patient or Out-Patient services at Memorial Medical Center. Funds are limited for this assistance. Charity Program is designed to provide free or discounted care to those who have no means, or limited means, to pay for their medical services (Uninsured or Underinsured).",(361) 552-6713,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,3.5/5,https://www.findhelp.org/provider/memorial-medical-center--port-lavaca-tx/5704155541274624?postal=77979,https://www.mmcportlavaca.com/getpage.php?name=map&sub=About%20MMC,Hospital
d3270c0c-dacc-4765-b068-6a296881cef6,Brazos Church Pantry,304 West 26th Street,Bryan,Texas,United States,77803,Brazos,30.6741156,-96.3756739,If you are in need of an emergency supply of groceries please come to the pantry and let us help you. The Pantry is here so hungry families can get food in emergency situations.,(979) 822-2660,Closed,1:00 – 2:30 PM,9:30 – 11:00 AM,1:00 – 2:30 PM,9:30 – 11:00 AM,9:30 – 11:00 AM,10:00 – 11:30 AM,4.8,https://maps.google.com/?cid=16843580663342880452,http://brazoschurchpantry.org/,Error: Not Found
9722ce31-0da7-4831-9831-2c385f0a6ce0,Brazos Interfaith Immigration Network,2500 South College Avenue,Bryan,Texas,United States,77801,Brazos,30.6444544,-96.3629039,"Brazos Immigration seeks to partner with any faith community or organization interested in helping us to fulfill our mission. We partner with local groups to offer citizenship classes and co-host and sponsor informational sessions for immigrants with Catholic Charities Immigration Legal Services, Bryan Independent School District, the United States Citizenship and Immigration Service (USCIS) and the Mexican Consulate. We seek opportunities to build connections and collaborations that strengthen immigrant support.",(979) 393-8228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,https://maps.google.com/?cid=8838382452676018117,https://brazosimmigration.com/,Error: Not Found
c948970a-59f8-4a93-b00a-2e8426010635,Women's Care Plus,1602 Rock Prairie Road,College Station,Texas,United States,77845,Brazos,30.5816469,-96.2910253,"Women’s Care Plus supports the health and wellness of women through most phases of their life, from pre-teen to post-menopausal years. We’re a practice designed by women for women that focuses on providing high quality gynecological care in a comfortable environment. Our comprehensive women's care services range from routine wellness exams to addressing difficult hormone disorders, sexual and reproductive health, and many other health issues women face today. Plus, women’s mental health and wellness provided at this location support your complete health.",(979) 693-0737,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Error: Not Found,https://maps.google.com/?cid=6024010178976461920,https://health.tamu.edu/care/specialties/womens-care-plus/index.html,Error: Not Found
bd54f305-f9c8-4554-9227-24ce6751d57a,Brazos Valley Council on Alcohol and Substance Abuse,4001 East 29th Street,Bryan,Texas,United States,77802,Brazos,30.6464822,-96.3319113,"Substance Abuse Counseling, Prevention Services. BVCASA is the only non-profit organization in the Brazos Valley with comprehensive youth and adult programs, including state-approved MIP and DWI classes, drug education, substance abuse and tobacco prevention for youth and adults, screening services, outpatient treatment for youth and adults, and residential and outpatient aftercare treatment for adults in the Texas Department of Criminal Justice Substance Abuse Treatment Program",(979) 846-3560,Closed,"8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM,1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM","8:00 AM – 12:00 PM, 1:00 – 5:00 PM",Closed,4,https://maps.google.com/?cid=5232201569578486203,http://www.bvcasa.org/,Error: Not Found
adb1f53a-2c5f-4df6-be86-39fda6d640b4,HealthPoint,3370 South Texas Avenue,Bryan,Texas,United States,77802,Brazos,30.638862,-96.350254,"HealthPoint seeks to provide evidence-based healthcare utilizing a patient-empowered team approach to achieve individual wellness for all Greater Brazos Valley community members. We do this through a comprehensive approach to your medical needs, including medical and dental services.",(979) 595-1700,Closed,"8:00 AM – 12:00 PM, 1:00 – 6:00 PM","8:00 AM – 12:00 PM, 1:00 – 6:00 PM","8:00 AM – 12:00 PM, 1:00 – 6:00 PM","8:00 AM – 12:00 PM, 1:00 – 6:00 PM",8:00 AM – 12:00 PM,Closed,3.5,https://maps.google.com/?cid=13328853269145163060,https://www.healthpoint-tx.com/healthpoint-locations/bryan-college-station/,Error: Not Found
3c827b97-f07e-4457-ba0d-b58c1be8d85b,Habitat For Humanity,2211 Maloney Avenue,Bryan,Texas,United States,77801,Brazos,30.6494664,-96.3612546,"Habitat works toward our vision by building strength, stability and self-reliance in partnership with families in need of decent and affordable housing. Habitat homeowners help build their own homes alongside volunteers and pay an affordable mortgage",(979) 775-8122,Closed,Closed,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,10:00 AM – 6:00 PM,4.5,https://maps.google.com/?cid=18219944730877011504,https://habitatbcs.org/restore/,Error: Not Found
85cd1247-1af7-420b-9c01-bebfca5893f1,Brazos Valley Women's Center,1602 Rock Prairie Road,College Station,Texas,United States,77845,Brazos,30.5815696,-96.2911728,"From birth control to prenatal nutrition, our professional staff provide a range of services. At BVWC, we strive to offer our patients convenient, high-quality care. Our Care Center is conveniently located in Bryan, Texas. Office Procedures include Obstetric and gynecologic ultrasound - 4D imagining available, Hysteroscopy, Essure permanent sterilization, Endometrial ablation, Colposcopy, LEEP cervical conization, IUD placement and removal, Nexplanon placement and removal, Urodynamic Testing, Pessary Fitting and Placement. Surgeries include Vaginal surgery, Hysteroscopy - diagnostic and operative, Endometrial ablation, Gynecologic laparoscopy, Robotic assisted gynecologic laparoscopy.",(979) 776-5602,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 12:00 PM,Closed,3.7,https://maps.google.com/?cid=14099775415429661359,http://www.bvwc.com/,Error: Not Found
a24b9916-bcce-46d2-b926-fe2ba640697f,Counseling and Assessment Clinic,425 Ross Street,College Station,Texas,United States,77840,Brazos,30.61689,-96.3429228,"The Counseling and Assessment Clinic (CAC) is a psychological service training clinic associated with the Department of Educational Psychology at Texas A&M. All providers at the CAC are trained to provide a variety of psychological services while under the supervision of a Licensed Psychologist. We offer both therapy and assessment services for adults, adolescents, and children in English. Fees are established based on an affordable sliding-scale based on family income and size.",(979) 595-1770,Closed,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 9:00 PM,9:00 AM – 12:00 PM,Closed,5,https://maps.google.com/?cid=15047272003824373108,https://cac.tamu.edu/,Error: Not Found
5ffcb526-7f71-46e9-bf70-ac52e2008985,City of Bryan Community Development,1803 Greenfield Plaza,Bryan,Texas,United States,77802,Brazos,30.6514697,-96.334455,Down payment housing assistance and deposit assistance. Community Development Services administers the City of Bryan’s Community Development Block Grant (CDBG) funds and the Home Investment Partnerships (HOME) program funds inaccordance to guidelines from the U.S. Department of Housing and Urban Development (HUD).,(979) 209-5175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,https://maps.google.com/?cid=8514310717566494249,https://www.bryantx.gov/community-development/,Error: Not Found
733d26ab-4e07-4847-87a0-8666346b7c09,Lone Star Legal Aid,1714 East 29th Street,Bryan,Texas,United States,77802,Brazos,30.661007,-96.356482,"Cover a multitude of practice areas including consumer, landlord tenant, foreclosure, public benefits, environmental justice, disaster recovery, tax relief, fair housing, family law, domestic violence, sexual assault, crime victim rights, veterans benefits, and more. We are the third-largest service provider of free legal aid in the United States. All clients must meet financial and legal status eligibility requirements. Our general income limits change annually and can be found by accessing the US Federal Poverty Guidelines",(979) 775-5050,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3,https://maps.google.com/?cid=1119730631337238228,https://www.lonestarlegal.org/,Error: Not Found
08b60677-65fa-4588-8d42-c86591a11220,Caregiver Day Break,2553 Texas Avenue,College Station,Texas,United States,77840,Brazos,30.605673,-96.3060917,"We are guided by a mission to enable people with intellectual and developmental disabilities to lead their unique lives with dignity, independence, and inclusion. Respect for an individual’s abilities is the foundation of our work. We provide intermediate, home and community-based care services in innovative and loving environments to thousands of individuals through our affiliates in Texas, Georgia, Tennessee, Indiana, and Ohio.",(979) 695-7062,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3,https://maps.google.com/?cid=3882489291963331813,Error: Not Found,Error: Not Found
1a7d2212-d605-49df-9588-072d1a4bebfa,University Health Services,"A.P. Beutel Health Center, 311 Houston St Bldg. 520, College Station, TX 77843",College Station,Texas,United States,77843,Brazos,30.615635,-96.342902,"CAPS cares about you and your mental health! We are here to provide a host of opportunities to support you here at TAMU. We offer workshops, groups, short-term goal-oriented individual counseling and referrals to community providers to address your mental health struggles. We house HelpLine and the Suicide Awareness & Prevention Office as well as offering wellness opportunities that include Diversity & Inclusion Programs, Suicide Awareness & Prevention trainings and Wellness/Prevention programs.",(979) 458-4584,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3.2,https://maps.google.com/?cid=4866302962456734213,http://uhs.tamu.edu/,Error: Not Found
4aeef92d-5804-4eb9-b3d9-ad31e6bbac52,MHMR Authority of Brazos Valley,804 Texas Avenue,Bryan,Texas,United States,77803,Brazos,30.6659725,-96.3716559,"Mental services for children and adults. The MHMR Authority of Brazos Valley is a public non-profit community MHMR center. Through the Texas Health & Human Services Commission (HHSC), we have the administrative responsibility and authority to provide a continuum of mental health and intellectual and developmental disability services to eligible individuals who live in Brazos, Burleson, Grimes, Leon, Madison, Robertson, and Washington counties.",Error: Not Found,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,3.9,https://maps.google.com/?cid=1012039181584221051,http://www.mhmrabv.org/,Error: Not Found
78cc8dc6-de82-4f94-b5dd-d87c49d41433,City of College Station Community Development,511 University Drive East,College Station,Texas,United States,77840,Brazos,30.6321445,-96.3311233,"Down payment housing assistance and deposit assistance. The City of College Station receives federal funds from the Department of Housing and Urban Development (HUD) through the Community Development Block Grant (CDBG) and the HOME Investment Partnerships (HOME) grant. The Community Development Division of the Community Services Department is tasked with administering these grant funds through several programs \ndesigned in accordance with the division's goals, federal regulations and input from the City Council.",(979) 764-3778,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,Closed,Error: Not Found,https://maps.google.com/?cid=8560417440756215675,https://www.cstx.gov/departments___city_hall/commserv/development,Error: Not Found
92cde3cc-b5d2-4a19-90d0-20dd912e8c50,Brazos Valley Financial Fitness Center,303 Dominik Drive,College Station,Texas,United States,77840,Brazos,30.6198741,-96.3207835,"Gain financial stability by developing healthy financial habits. We provide one-on-one financial coaching and help families and individuals learn more about how to manage money and provide you with lots of financial resources to guide you through making your money work for you! Specifically, we work in the areas of creating an intentional spending plan that includes monthly savings, reducing debt, improving credit and promoting banking relationships. We want you to have all of the tools you need to get the most out of your finances and start saving for the future. Learn how to stay on a budget,manage a checking account, improve your credit ranking, pay off debt, and save for the future.  ",(979) 300-6780,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,https://maps.google.com/?cid=10610533375964155018,https://brazosvalleybarbell.com/,Error: Not Found
59b83058-2999-4692-ab6e-60e16ae19519,BCS Prenatal Clinic,3370 Texas Avenue,Bryan,Texas,United States,77802,Brazos,30.639128,-96.3501123,"The Prenatal Clinic provides medical care during pregnancy. Some basic services provided include physical examinations, distribution of prenatal vitamins, and laboratory work. Other services may also be available; however, other services are provided on an as needed basis to be determined by the nurse practitioners and physician staff who volunteer at the clinic. The clinic offers a comprehensive prenatal program that includes:Prenatal NutritionPhysical/emotional changes during pregnancy and birth Prenatal and postpartum exercise Preparation for labor and birth Parenting skills Breast-feeding Newborn care and feeding",(979) 595-1780,Closed,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 12:00 PM,Closed,3.2,https://maps.google.com/?cid=17399581370673089340,https://www.bcsprenatal.org/,Error: Not Found
